artist,role,text
Bruno Mars,singer,"Mars possesses a three-octave tenor vocal range. Jon Caramanica of The New York Times commented that he is one of the most ""versatile and accessible singers in pop, with a light, soul-influenced voice that's an easy fit in a range of styles, a universal donor"", while Tim Sendra from AllMusic described the singer's vocals on Doo-Wops & Hooligans as ""the kind of smooth instrument that slips into your ear like honey."" Jody Rosen from Rolling Stone called Mars a ""nimble, soulful vocalist"" on Unorthodox Jukebox. Jim Farber of the New York Daily News likened the voice ""the purity, cream and range of mid-period Michael Jackson"" in a review of a concert promoting Unorthodox Jukebox. On 24K Magic, Consequence of Sound's Karen Gwen affirmed that Mars showed his ""pips"" and pushed his vocals to the limit. She described his voice as a ""clear, unapologetic tenor"" being a ""blessing"" nowadays. Jon Caramanica of The New York Times found 24K Magic to show the singer's vocal ability from tenderness to ""the more forceful side of his voice""."
Bruno Mars,singer,=== Songwriting ===
Bruno Mars,singer,"Mars has explained his writing process: ""I don't sit down and think, 'I'm going to write a song'"", since ""You can't force creativeness"" as inspiration comes out of the blue in different places. Ideas occur suddenly to him; and occasionally, he is able to materialize them into lyrics. He has said that he typically writes songs by playing the guitar or piano first. Mars plays drums, guitar, keyboard, bass, piano, ukulele, and congas. He usually plays the instrumentation or part of it, on his albums and on the songs he composes for other artists."
Bruno Mars,singer,"Mars claims that his work with other artists has influenced his musical style: ""Nothin' on You had a Motown vibe, Billionaire was a reggae acoustic guitar-driven song, though one of my favorites is the CeeLo Green song. I don't think anyone else could've sung that song. And there's Just the Way You Are. If you know my story, you know I love all different genres of music."" Mars feels that growing up in Hawaii influenced his style, giving the songs a reggae sound. He explains: ""In Hawaii some of the biggest radio stations are reggae. That music brings people together. It's not urban music or pop music. It's just songs. That's what makes it cross over so well. The song comes first."""
Bruno Mars,singer,"Philip Lawrence, one of his music partners, stated: ""What people don't know is there's a darker underbelly to Bruno Mars."" Nevertheless, most of his music is romantic and Mars himself says: ""I blame that on me singing to girls back in high school"". Brody Brown, who has worked various times with Mars, affirmed that the latter is in charge of both the melody and lyrics of his tracks, ""I'll just do the music, but Bruno does both. I chime in on some things with words, but the majority of the content is written by Bruno and Phil (Lawrence)."""
Bruno Mars,singer,=== Showmanship ===
Bruno Mars,singer,"Mars is known for his retro showmanship, which is widely acclaimed by tour critics and reviewers. Deanna Ramsay of The Jakarta Post described Mars as a ""truly global star"". Boston Herald's Jim Sullivan compared the showmanship of Mars to Michael Jackson and Elvis Presley. Kevin Johnson of the St. Louis Post-Dispatch called Mars a ""consummate performer."" The Boston Globe's Sarah Rodman said that Mars shows an ""indefatigable ecstatic approach to performing"" and ""classic showmanship."" In the same vein, Jim Farber of the Daily News commented about the halftime show at Super Bowl XLVIII that Mars ""brings old-school showmanship to dynamic performance."" The singer took its inspiration by playing videotapes of Elvis, James Brown and Michael Jackson when he was younger. Now before shows he watches Brown's T.A.M.I. Show, James Hendrix's Live at Woodstock or Prince performing ""Purple Rain"" (1984)."
Bruno Mars,singer,"During The Doo-Wops & Hooligans Tour, Ara Jansan from The West Australian called the performance ""one of the most creative and exciting displays of musical artistry"" she had witnessed in a long time and noticed the concert attracted a wide-ranging audience of all age groups. The Oregonian's Robert Ham noticed, on the Hooligans in Wondaland Tour, that the singer not only grabbed the spectators' attention throughout the entire concert, but he also sang every note by himself with noticeable guitar skills. During the Moonshine Jungle Tour, Jason Lipshutz of Billboard described the singer's performance as ""entertaining ... keeping smiles plastered on the faces of his onlookers, and he does a better job at it than almost anyone working in music right now"". Rolling Stone magazine placed Mars at number 35 on its list of 50 Best Live Acts Right Now in 2013; ""Anyone from the age of 5 to 95 can walk out of a Bruno Mars concert feeling like the show was designed just for them. Mars walks the old-school walk and talks the sexy talk, but he also nails the hits, leads a super-energetic nine-piece soul band, and rips a mean drum solo"". NFL executives Sarah Moll and Tracy Perlman said, ""If you go to his concerts, it's 11-year-old girls to 65-year-old women—it's everyone"", after seeing The Moonshine Jungle tour several times during the summer of 2013. The 24K Magic World Tour, was praised by critics due to the showmanship, guitar skills and stage production. The tour won two Pollstar awards, two Billboard Music Awards and one TEC Award. Mars's concert residency at Bruno Mars at Park MGM, won Top R&B Tour at the 2022 Billboard Music Awards."
Bruno Mars,singer,"Mars's concerts feature The Hooligans, a band that includes a guitarist, bassist, drummer, keyboardist, and a horn section. They also serve as dancers and background singers. Critics noted the difference the backup band and the arrangements made to the sound of the live versions of the songs compared to those on the album. The shows feature all-band choreographed dancing arrangements, including footwork inspired by James Brown and the splits. The shows are influenced by the disco era with a soul revue-inspired set. In addition, long, mellow, and soft interludes that echo the smooth contemporary R&B style which was popular during the 1990s are also part of the show. The set lists blend several genres of music, including pop, doo-wop, funk, R&B, soul, and reggae. His shows usually feature pyrotechnics, strobe and laser lighting, and he typically plays the drums and guitar. In 2021, Pollstar named Mars the hip-hop/R&B touring artist of the 2010s decade."
Bruno Mars,singer,=== Music videos ===
Bruno Mars,singer,"Mars has collaborated with many different directors to produce his music videos, and over time he emerged as a music video director. From 2010 to 2017, Mars co-directed with Cameron Duddy ten music videos from his albums Doo-Wops & Hooligans, Unorthodox Jukebox, and 24K Magic, as well as featured singles. In 2011, not only Mars developed the second concept and treatment for ""The Lazy Song"", but he also brought in Duddy to co-directed the music video with him. In an interview, Duddy elaborated that he and Mars ""can fight like sisters when it comes to doing music videos. The best collaborations are always fueled by opposite perspectives or alternative ideas. We always find a common ground."" In 2018, Mars co-directed the music video for ""Finesse"" with Florent Dechard. He continued to collaborate with Dechard on the music videos for ""Please Me"", ""Blow"", ""Leave the Door Open"" and ""Skate""."
Bruno Mars,singer,"Mars, who choreographed the video for ""Treasure"", won the award for Best Choreography at the 2013 MTV Video Music Awards. Mars and Duddy work was recognized at several award shows, including two nominations for an MTV Video Music Award for Best Direction on ""Uptown Funk"" and ""24K Magic"". Mars's collaborations with Dechard earned them a nomination for Video Director of the Year at the 2019 BET Hip Hop Awards. In 2017, ""That's What I Like"" directed by Mars and Jonathan Lia led both to a nomination at the BET Awards 2017 for Video Director of the Year. In 2018, Mars and Ben Winston's direction of Bruno Mars: 24K Magic Live at the Apollo (2017) earned them a nomination for a Primetime Emmy Award for Outstanding Music Direction. In 2021, Mars and Dechard directed the video for ""Leave the Door Open"", for which they won Video Director of the Year at the BET Awards 2021. The aforementioned music video also won Best Editing at the 2021 MTV Video Music Awards."
